1;2;3;4;5;6;7;8;9;10;11;12
81.8;103.28;196.07;59.36;183.33;135.55;131.84;140.8;104.56;75.81;210.24;155.22
203.58;264.0;139.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.27;125.93;68.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;113.83;45.99;68.98;137.96;68.98;68.98;68.98;45.99;68.98;45.99;114.97
34.86;35.77;107.31;71.54;90.26;83.87;46.52;50.77;82.29;105.37;99.96;35.77
0.0;35.9;53.85;0.0;0.0;38.57;53.85;0.0;35.9;0.0;0.0;0.0
0.0;0.0;0.0;71.8;0.0;71.8;0.0;0.0;143.6;71.8;0.0;0.0
34.86;35.77;35.77;35.77;0.0;35.77;35.77;0.0;35.77;35.77;35.77;35.77
171.9;172.46;252.68;222.79;190.79;272.18;197.45;0.0;308.59;264.34;377.09;200.12
72.0;165.35;160.01;160.01;160.01;147.6;160.01;0.0;233.81;147.6;160.01;233.81
0.0;35.77;143.06;143.06;71.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135.46;81.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46.88;73.22;71.52;0.0;105.22;122.28;0.0;0.0;0.0;0.0;0.0;0.0
62.11;96.59;140.45;95.72;93.45;90.49;93.02;53.94;95.69;0.0;115.66;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.22;0.0;55.51
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;43.09;102.71;82.84;0.0;62.96;39.75;62.96;125.92;0.0;0.0
0.0;0.0;0.0;30.0;78.0;104.47;0.0;78.0;40.65;217.61;104.49;147.99
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;338.92;322.27;325.89;467.3;263.72;169.62;447.52;302.7;405.39;246.95
0.0;0.0;15.0;77.34;72.0;12.33;74.67;0.0;0.0;0.0;0.0;0.0
0.0;0.0;187.02;242.04;579.96;482.53;337.11;438.69;497.62;330.03;268.82;415.35
0.0;0.0;0.0;134.4;-13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;140.98;214.5;0.0;373.0;248.77;331.73;235.15
0.0;0.0;0.0;0.0;0.0;93.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;74.85;0.0;95.45
0.0;0.0;0.0;0.0;0.0;0.0;216.91;132.0;278.16;139.08;212.16;116.07
0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.81;0.0;99.33;0.0;87.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.8;71.8
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2128.76;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;343.21;0.0
0.0;132.8;132.8;0.0;132.8;0.0;0.0;0.0;132.8;0.0;132.8;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.44;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.56;631.28;0.0;138.45
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1386.84;-34.4
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.92;0.0
0.0;48.0;0.0;106.24;0.0;0.0;132.8;0.0;0.0;0.0;0.0;132.8
107.64;0.0;0.0;0.0;82.6;0.0;17.16;0.0;0.0;82.6;0.0;0.0
0.0;0.0;49.44;0.0;78.48;0.0;52.32;0.0;0.0;78.48;0.0;104.64
0.0;93.4;0.0;0.0;66.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24.0;0.0;0.0;79.68;0.0;53.12;0.0;0.0;0.0;53.12;0.0;79.68
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0
13.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;79.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;79.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;56.4;0.0;58.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15.92;19.36;0.0;48.38;29.04;29.04;29.04;0.0;69.36;0.0;29.04;0.0
83.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;24.99;0.0;116.78;0.0;0.0;0.0
237.08;139.99;0.0;60.24;0.0;28.2;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;36.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;78.18;0.0;0.0;-22.17;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;30.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;22.56;109.99;0.0;39.84;21.15;276.54;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.79;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;136.8;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;178.97;0.0;0.0;0.0;39.36;0.0;0.0;0.0
0.0;0.0;0.0;0.0;76.7;0.0;35.59;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;56.98;83.47;54.98;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;130.8;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;18.8;38.3;0.0;38.3;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;48.48;48.48;52.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;201.79;21.78;0.0;145.92;56.4;-23.28
0.0;0.0;0.0;0.0;112.65;75.1;75.1;75.1;75.08;120.16;169.43;75.1
0.0;0.0;112.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.3;0.0
103.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;831.14;0.0
0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;59.22;29.61;29.61
0.0;55.75;111.5;78.96;164.14;193.57;137.82;55.75;111.5;82.07;78.96;0.0
0.0;48.28;120.23;0.0;0.0;0.0;96.18;0.0;0.0;0.0;0.0;0.0
0.0;180.0;60.0;120.0;210.0;60.0;60.0;780.0;120.0;180.0;360.0;300.0
0.0;0.0;0.0;0.0;0.0;28.59;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;57.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;152.15;153.6;101.5;151.95;102.95;0.0;0.0;121.2;114.24;174.6;112.05
0.0;0.0;0.0;0.0;0.0;0.0;0.0;224.28;0.0;181.08;0.0;0.0
72.0;0.0;0.0;61.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;125.94;0.0;0.0;125.94;0.0;0.0;0.0;0.0;118.56;68.97;0.0
0.0;75.6;79.2;79.2;39.6;79.2;39.6;19.8;39.6;79.2;59.4;39.6
0.0;399.6;106.08;0.0;0.0;0.0;236.88;0.0;0.0;375.09;0.0;478.56
0.0;66.96;158.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83.7;82.47;237.45;260.58;219.15;0.0;202.2;0.0;202.2;202.2;2223.11;-13.48
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
