Cliente;Producto;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic;Tot
61400 - AYUSA HOSTELERIA. S.L.;027000128000020 - MAISEL WEISS DUNKEL 50CL RET. CAJA 20 X 50CL;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
61400 - AYUSA HOSTELERIA. S.L.;065000003000024 - DR.CALYPSO HALF IPA(S/GLUTEN) 24x33CL;46.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.8
61400 - AYUSA HOSTELERIA. S.L.;073000001000006 - ROBLE PRIOS MAXIMUS CJA 6X75CL ;64.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.69
61401 - EL MIRADOR DE PALMA C.B.;024000210000016 - GREVENSTEINER ORIGINAL 16X50CL ;24.0;0.0;0.0;79.68;0.0;53.12;0.0;0.0;0.0;53.12;0.0;79.68;289.6
61401 - EL MIRADOR DE PALMA C.B.;131000002000012 - EL PENDON CASTILLO TEMPRANILLO CAJA 12X75CL;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
61401 - EL MIRADOR DE PALMA C.B.;137000001000012 - FINCA L ESTANQUERA G.SELECC. TTO 12X75CL ;0.0;0.0;0.0;61.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.2
61412 - FLATIRON NEW YORK CITY. S.L.;028000007000020 - KARLSBRAU HELLES 20X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;26.0
61412 - FLATIRON NEW YORK CITY. S.L.;028000008000020 - KARLSBRAU KELLER 20X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;26.0
61412 - FLATIRON NEW YORK CITY. S.L.;073000005000012 - RIETOS ROBLE 12X75 CL ;0.0;46.98;0.0;0.0;46.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.96
61412 - FLATIRON NEW YORK CITY. S.L.;084000029000006 - JP CHENET SPARKLING BRUT CAJA 6 BOT X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.97;0.0;68.97
61412 - FLATIRON NEW YORK CITY. S.L.;137000002000006 - VIï¿½A LASTRA SELECTO TEMP-SYRAH 6X75CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.6;0.0;0.0;39.6
61412 - FLATIRON NEW YORK CITY. S.L.;138000001000012 - CASAMARO VERDEJO 12X75CL ;0.0;78.96;0.0;0.0;78.96;0.0;0.0;0.0;0.0;78.96;0.0;0.0;236.88
61418 - JUAN ANTONIO MUï¿½OZ SANCHEZ;021000002000008 - YOUNGï¿½S STOUT CHOCOLATE CAJA 8x50 CL;13.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.26
61446 - AMORES TIBURCIO. S.L;028000024000012 - BALTIC ALE 12X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.84;0.0;0.0;30.84
61446 - AMORES TIBURCIO. S.L;028000025000012 - BALTIC STOUT 12X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.84;0.0;0.0;30.84
61446 - AMORES TIBURCIO. S.L;059000006000006 - JACQUART MOSAIQ  BRUT CAJA 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;268.7;134.35;0.0;0.0;403.05
61446 - AMORES TIBURCIO. S.L;059000013000006 - MONTAUDON BRUT 75CL 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.1;208.2;104.1;0.0;416.4
61446 - AMORES TIBURCIO. S.L;059000019000012 - JACQUART MOSAIQ BRUT 37.5CL CAJA 12X37.5CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;288.19;0.0;0.0;288.19
61446 - AMORES TIBURCIO. S.L;094000002000001 - GATAO CANTIL VINHO VERDE BOT. 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61446 - AMORES TIBURCIO. S.L;094000004000001 - GATAO BORDOLESA VINHO VERDE BOT 75 CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61446 - AMORES TIBURCIO. S.L;094000004000006 - GATAO BORDOLESA VINHO VERDE CAJA 6X75CL;0.0;0.0;161.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.76
61446 - AMORES TIBURCIO. S.L;137000003000006 - L`AURA FRIZZANTE BCO TAP ROSCA 6X75CL ;0.0;0.0;19.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.8
61447 - GOMEZ TINEO. S.A;084000072000006 - TEQUILA AGAVITA Aï¿½EJO CAJA 6X70CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61447 - GOMEZ TINEO. S.A;094000002000006 - GATAO CANTIL VINHO VERDE CAJA 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;388.44;0.0;0.0;388.44
61447 - GOMEZ TINEO. S.A;094000037000003 - PORTO TAWNY DECANTER 3X75 C/E ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61447 - GOMEZ TINEO. S.A;094000039000003 - PORTO SOALHEIRA DECANTER 10 A ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61447_1 - GOMEZ TINEO SA;094000002000006 - GATAO CANTIL VINHO VERDE CAJA 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2539.79;2539.79
61459 - HOSTELERIA MAZARICOS. S.L;094000029000001 - GATAO BCO LATA 250 ML ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61459 - HOSTELERIA MAZARICOS. S.L;094000029000024 - GATAO BCO LATA 24X 250 ML ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61459 - HOSTELERIA MAZARICOS. S.L;131000002000001 - EL PENDON CASTILLO TEMPRANILLO BOT. 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61459 - HOSTELERIA MAZARICOS. S.L;131000002000012 - EL PENDON CASTILLO TEMPRANILLO CAJA 12X75CL;36.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
61459 - HOSTELERIA MAZARICOS. S.L;137000001000012 - FINCA L ESTANQUERA G.SELECC. TTO 12X75CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61459 - HOSTELERIA MAZARICOS. S.L;137000002000001 - VIï¿½A LASTRA SELECTO TEMP-SYRAH 75CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61459 - HOSTELERIA MAZARICOS. S.L;137000002000006 - VIï¿½A LASTRA SELECTO TEMP-SYRAH 6X75CL ;0.0;39.6;79.2;79.2;39.6;79.2;39.6;19.8;39.6;79.2;59.4;39.6;594.0
61459 - HOSTELERIA MAZARICOS. S.L;138000001000001 - CASAMARO VERDEJO 75CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61460 - ROEX MARISQUERIA. S.L.;024000030000001 - VELTINS PILS BARRIL 30 L. ;66.6;69.95;209.85;209.85;279.8;279.8;209.85;139.9;279.8;349.75;139.9;419.69;2654.74
61460 - ROEX MARISQUERIA. S.L.;024000124000024 - VELTINS SIN ALCOHOL 0.0% 24X33CL ;0.0;0.0;58.86;19.62;39.24;78.48;39.24;78.48;117.72;98.1;39.24;176.58;745.56
61460 - ROEX MARISQUERIA. S.L.;024000232000024 - VELTINS S/ALCOHOL RET. 24X33CL ;28.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.8
61460 - ROEX MARISQUERIA. S.L.;024000343000020 - GREVENSTEINER ORIG.RET.20X33CL ;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0
61460 - ROEX MARISQUERIA. S.L.;024000880000024 - VELTINS RADLER RET. 24X33CL ;19.8;19.8;104.4;41.76;62.64;20.88;20.88;41.76;20.88;20.88;41.76;83.52;498.96
61460 - ROEX MARISQUERIA. S.L.;027000106000020 - MAISELï¿½S WEISSE KRISTAL 50CL CAJA 20 x 50CL;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0
61460 - ROEX MARISQUERIA. S.L.;028000012000024 - KARLSBRAU RADLER SIN 4X6X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.8;20.4;40.8;102.0
61460 - ROEX MARISQUERIA. S.L.;028000018000001 - KARLSBRAU LAGER BARRIL 30L ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251.1;251.1
61460 - ROEX MARISQUERIA. S.L.;070000024000006 - PALAZZO V.LAMB IGT EMILIA RDO CAJA 6 X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.16;17.16
61460 - ROEX MARISQUERIA. S.L.;073000007000012 - PRIOS MAXIMOS VERDEJO CAJA 12X75CL;36.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.78;0.0;0.0;0.0;74.74
61460 - ROEX MARISQUERIA. S.L.;084000108000006 - JP CHENET ICE ROSï¿½ 6X75CL ;0.0;22.29;0.0;0.0;22.29;0.0;0.0;0.0;0.0;22.29;0.0;0.0;66.87
61460 - ROEX MARISQUERIA. S.L.;094000009000001 - BORGES ALVARINHO  BLANCO BOT 75 CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.91;37.91
61460 - ROEX MARISQUERIA. S.L.;094000009000006 - BORGES ALVARINHO  BLANCO CAJA 6X75CL;44.58;0.0;45.5;45.5;45.5;45.5;0.0;0.0;0.0;45.5;45.5;0.0;317.58
61460 - ROEX MARISQUERIA. S.L.;097000200000006 - NUBE SEMIDULCE ROSE CAJA 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.58;0.0;20.29;60.87
61460 - ROEX MARISQUERIA. S.L.;097000201000006 - RJA NUBE BCO SEMI-D AZUL 6X75 CAJA 6X75CL;16.8;20.36;122.16;20.36;40.72;61.08;20.36;40.72;40.72;81.44;0.0;101.8;566.52
61460 - ROEX MARISQUERIA. S.L.;C94000011000006 - TORRELSA 100% ARABICA CAJA 6 PAQUETES 1 KG;95.82;98.27;0.0;98.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;292.36
61460 - ROEX MARISQUERIA. S.L.;C94000013000006 - CASTILLO 80/20 CAJA 6 PAQUETES 1 KG;0.0;0.0;0.0;0.0;0.0;72.45;0.0;0.0;0.0;0.0;0.0;0.0;72.45
61460_1 - ROEX MARISQUERIA. S.L.;C94000002000001 - MONODOSIS DESCAFEINADO T. CAJA 100 UDS. de 7 grs;0.0;26.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.61
61460_1 - ROEX MARISQUERIA. S.L.;C94000016000001 - Descafeinado Torrelsa GRANO PAQUETE 1 KG;0.0;0.0;12.2;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.4
61460_1 - ROEX MARISQUERIA. S.L.;C94000018000006 - Cinco Estrellas 100% Natural CAJA 6 PAQUETES 1 KG;0.0;25.59;26.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.83
61460_1 - ROEX MARISQUERIA. S.L.;C94000022000001 - EDULCORANTE TORRELSA PAQ. 150 SOBRES;0.0;0.0;0.0;2.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.67
61460_1 - ROEX MARISQUERIA. S.L.;C94000061000001 - TEA GALLERY P.NEG-CANELA BO/30 PAQ. 30 UDS.;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
61460_1 - ROEX MARISQUERIA. S.L.;C94000062000001 - TEA GALLERY P. VERD-MENT BO/30 PAQ. 30 UDS.;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
61460_1 - ROEX MARISQUERIA. S.L.;C94000064000001 - TEA GALLERY P. ROOIBOS  BO/30 PAQ. 30 UDS.;0.0;0.0;7.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.08
61460_1 - ROEX MARISQUERIA. S.L.;C94000065000001 - TEA GALLERY P. SUEï¿½ TROP BO/30 PAQ. 30 UDS.;0.0;13.8;7.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.88
61460_1 - ROEX MARISQUERIA. S.L.;C94000066000001 - TEA GALLERY P.FRUT BOSQ  BO/30 PAQ. 30 UDS.;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
61460_1 - ROEX MARISQUERIA. S.L.;C94000067000001 - TEA GALLERY P. MENTA  BO/30 PAQ. 30 UDS.;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9
61460_1 - ROEX MARISQUERIA. S.L.;C94000068000001 - TEA GALLERY P. MANZANIL  BO/30 PAQ. 30 UDS.;0.0;0.0;7.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.08
61460_1 - ROEX MARISQUERIA. S.L.;C94000602000001 - TEA GALLERY P. ROJO FRUT BO/30 PAQ. 30 UDS.;0.0;7.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.07
61461 - ALKES 408. S.L;024000210000016 - GREVENSTEINER ORIGINAL 16X50CL ;0.0;0.0;0.0;0.0;70.83;0.0;0.0;0.0;53.12;0.0;0.0;0.0;123.95
61461 - ALKES 408. S.L;028000007000020 - KARLSBRAU HELLES 20X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;26.0
61461 - ALKES 408. S.L;028000011000024 - KARLSBRAU PILS SIN 4X6X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.4;0.0;0.0;0.0;26.4
61466 - RANCHOTEL HOSTELEROS. S.L;C94000016000001 - Descafeinado Torrelsa GRANO PAQUETE 1 KG;0.0;0.0;31.83;0.0;0.0;0.0;0.0;0.0;0.0;12.2;12.2;0.0;56.23
61466 - RANCHOTEL HOSTELEROS. S.L;C94000018000006 - Cinco Estrellas 100% Natural CAJA 6 PAQUETES 1 KG;45.12;0.0;50.76;0.0;50.76;46.27;0.0;0.0;0.0;92.54;92.54;138.81;516.8
61467 - NUEVO GRUPO LICORES CACHE. S. L;014000001000001 - VERMOUTH LA COPA ROJO 75CL ;36.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.8
61467 - NUEVO GRUPO LICORES CACHE. S. L;014000001000006 - VERMOUTH LA COPA ROJO 6X75CL ;0.0;33.79;0.0;0.0;0.0;36.05;0.0;0.0;0.0;0.0;0.0;38.3;108.14
61467 - NUEVO GRUPO LICORES CACHE. S. L;017000002000001 - DOUGALL 942 IPA AMERICAN P.ALE 33CL ;0.0;0.0;33.6;33.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.2
61467 - NUEVO GRUPO LICORES CACHE. S. L;017000002000024 - DOUGALL 942 IPA AMERICAN P.ALE 24X33CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;022000003000001 - TYRIS IPA BOT. 33 CL;0.0;31.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.8
61467 - NUEVO GRUPO LICORES CACHE. S. L;024000118000004 - VELTINS PILS PACK 4 X 33CL ;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;024000124000001 - VELTINS SIN ALCOHOL 0.0% 33CL ;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.6
61467 - NUEVO GRUPO LICORES CACHE. S. L;024000203000001 - PACK GREVENS. 5 BOT+JARRA ORIG ;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;75.0;150.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;024000213000001 - PACK GREVENS. 5 BOT+JARRA ORIG ;0.0;49.56;57.6;0.0;165.2;82.6;0.0;0.0;107.38;0.0;0.0;0.0;462.34
61467 - NUEVO GRUPO LICORES CACHE. S. L;028000009000020 - KARLSBRAU PILS 20X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;16.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;028000011000024 - KARLSBRAU PILS SIN 4X6X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.8;0.0;0.0;0.0;52.8
61467 - NUEVO GRUPO LICORES CACHE. S. L;028000013000024 - EL GRANDE 8X3X33 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;30.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;029000003000024 - KIRIN CAJA 4X6X33CL ;0.0;0.0;0.0;0.0;0.0;0.0;20.16;0.0;0.0;0.0;0.0;0.0;20.16
61467 - NUEVO GRUPO LICORES CACHE. S. L;059000013000006 - MONTAUDON BRUT 75CL 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.48;88.48
61467 - NUEVO GRUPO LICORES CACHE. S. L;059000014000006 - MONTAUDON ROSE 75CL 6X75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.27;100.27
61467 - NUEVO GRUPO LICORES CACHE. S. L;070000024000006 - PALAZZO V.LAMB IGT EMILIA RDO CAJA 6 X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.29;12.29
61467 - NUEVO GRUPO LICORES CACHE. S. L;070000025000006 - PALAZZO V.LAMB IGT EMILIA TTO. CAJA 6 X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.29;12.29
61467 - NUEVO GRUPO LICORES CACHE. S. L;075000003000006 - NAHE RIESLING KABINETT SEMISEC CAJA 6 BOT X 75 CL;0.0;0.0;0.0;0.0;0.0;21.37;0.0;0.0;0.0;0.0;0.0;21.37;42.74
61467 - NUEVO GRUPO LICORES CACHE. S. L;075000004000006 - RIESLING NAHETAL SPATLESE CAJA 6 X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;075000007000006 - NAHE RIESLING CLASSIC SECO CAJA 6X75 CL;44.37;0.0;0.0;0.0;0.0;22.64;0.0;22.64;0.0;0.0;0.0;45.28;134.93
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000003000006 - JPCHENET CINSAULT GRENACHE RDO CAJA 6 BOT X 75 CL;21.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.16
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000011000006 - CHILE EL CAMPO MERLOT TTO 6X75CL ;20.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.91
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000014000006 - ECHEï¿½OR MALBEC TTO 6X75CL ;0.0;76.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.65
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000029000006 - JP CHENET SPARKLING BRUT CAJA 6 BOT X 75CL;22.95;0.0;0.0;23.46;0.0;23.46;23.46;0.0;117.3;23.46;0.0;46.92;281.01
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000030000006 - JP CHENET SPARKLING ROSï¿½ CAJA 6 BOT X 75CL;22.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.95
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000032000006 - JP CHENET SPARKLING BRUT CAJA 6 BOT X 20CL;36.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.54;74.26
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000036000006 - GINEBRA BLEU Dï¿½ARGENT CAJA 6X70CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.06;0.0;0.0;54.06
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000047000006 - FRANCOIS MONTAND CHARD-BRUT 6X75 CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.02;102.05;68.03;204.1
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000058000024 - FRANCOIS MONTAND CHARD-BRUT CAJA 24 X 20CL;42.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.84
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000067000006 - RON CUERPO BLANCO CAJA 6X70CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000068000006 - RON CUERPO AMBRE CAJA 6X70CL;36.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.72
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000069000006 - JP CHENET BRANDY XO CAJA 6X70CL;45.39;0.0;0.0;0.0;0.0;40.6;0.0;0.0;0.0;0.0;0.0;40.6;126.59
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000071000006 - TEQUILA AGAVITA GOLD CAJA 6X70CL;0.0;0.0;45.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.44
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000086000006 - JP CHENET ICE BLANCO 75CL CAJA 6 BOT X 75CL;0.0;0.0;0.0;29.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.17
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000088000006 - HXM INSPIRATION RIESLING CAJA 6  X 75CL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.3;20.3
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000089000006 - HXM INSPIRATION LIEBFRAUMILCH CAJA 6 X75CL;18.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.87
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000093000006 - CHEMIN DES PAPES COTES DE RHON CAJA 6 X 75CL;0.0;26.01;0.0;0.0;0.0;52.02;0.0;0.0;26.01;0.0;0.0;26.01;130.05
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000108000006 - JP CHENET ICE ROSï¿½ 6X75CL ;0.0;0.0;0.0;29.94;0.0;0.0;29.94;0.0;0.0;29.94;0.0;29.94;119.76
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000116000006 - CHEMIN DES PAPES CHATEAUNEUF 6X75 CL ;97.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.91;197.83
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000119000006 - CALVET RESERVE MERLOT-CABERT 6X75CL ;31.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.77;62.88
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000120000006 - CHT CLERAY MUSCADET SEVRE 6X75CL ;0.0;0.0;33.3;0.0;0.0;33.3;0.0;0.0;0.0;0.0;0.0;0.0;66.6
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000126000006 - D.BAUME VIGNES DE MADAME PAYS 6X75CL ;31.87;0.0;0.0;0.0;32.18;64.36;0.0;0.0;0.0;0.0;0.0;96.54;224.95
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000129000006 - CHT BEL AIR Lï¿½ORME BORDEAU 6X75CL ;24.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.17
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000134000006 - CHT CLAIR MOULIN MEDOC 6X75CL ;28.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.81
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000135000006 - JP CHENET ICE BLANCO 6X20CL ;0.0;0.0;0.0;0.0;0.0;0.0;9.38;0.0;0.0;0.0;0.0;0.0;9.38
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000135000024 - JP CHENET ICE BLANCO 6X4X20CL ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.54;37.54
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000136000006 - JP CHENET ICE ROSï¿½ 6X20CL ;0.0;0.0;0.0;0.0;0.0;0.0;9.38;0.0;0.0;0.0;0.0;0.0;9.38
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000136000024 - JP CHENET ICE ROSï¿½ 6X4X20CL ;36.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.54;37.54;37.54;149.34
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000140000006 - CHEMIN DES SABLES MEDITERRANEE 6X75CL ;0.0;18.36;0.0;18.77;0.0;0.0;0.0;0.0;40.85;0.0;0.0;0.0;77.98
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000145000006 - DOMAINE DU TOULAL TTO 6X75CL ;0.0;0.0;25.5;0.0;0.0;25.5;0.0;0.0;0.0;0.0;0.0;0.0;51.0
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000149000001 - TOURELLE THOLOMIES CHARDONNAY 75CL ;0.0;0.0;0.0;0.0;0.0;0.0;-6.21;0.0;0.0;0.0;0.0;0.0;-6.21
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000149000006 - TOURELLE THOLOMIES CHARDONNAY 6X75CL ;36.52;37.28;37.28;37.28;37.28;74.56;0.0;0.0;0.0;0.0;37.28;74.56;372.04
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000150000006 - CALVET SELLETIONS DES PRINCES 6X75CL ;36.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.46
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000157000006 - JPCHENET RESERVE MERLOT TTO 6X75CL ;25.19;0.0;25.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.94
61467 - NUEVO GRUPO LICORES CACHE. S. L;084000159000006 - JP CHENET ICE ROSE 6X1.5 L ;56.86;0.0;0.0;0.0;0.0;58.04;0.0;0.0;0.0;0.0;0.0;0.0;114.9
